,track_id,acousticness,album_popularity,artist_popularity,album_release_date,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,now,speechiness,tempo,track_popularity,valence
518,2Pv7zg9cBPZvZuOrusG4bw,0.00302,48.0,85.0,2015-10-22,0.562,158667.0,0.904,0.0,1.0,0.0433,-4.947,1.0,0,0.0807,94.481,48.0,0.64
522,2QEAkoaLiFWaCjNa40M7sg,0.0106,3.0,89.0,2015-07-10,0.451,183808.0,0.708,0.0,0.0,0.34,-5.066,0.0,0,0.0308,86.878,3.0,0.36
653,2RiJYFyzmE4a5xYV7n7sgI,0.00408,1.0,74.0,2015-06-23,0.65,186477.0,0.766,6.69e-06,6.0,0.0759,-5.443,0.0,0,0.119,89.974,0.0,0.464
644,2S5LNtRVRPbXk01yRQ14sZ,0.0242,82.0,84.0,2015-04-07,0.854,224258.0,0.766,0.0,9.0,0.0793,-4.697,0.0,0,0.141,118.004,70.0,0.788
622,2SWCpL8ytxmP1eqKgM7ePd,0.125,6.0,20.0,2015-09-21,0.636,214871.0,0.457,0.0,1.0,0.0593,-13.002,1.0,1,0.0568,150.96,6.0,0.708
368,2SbxV7nqgjIwgyibuUl9w3,0.00859,63.0,72.0,2016-06-03,0.767,170680.0,0.501,1.46e-06,8.0,0.101,-7.547,0.0,0,0.0923,135.031,63.0,0.151
61,2SxF6pKTGmQLfkWua5d8j8,0.0962,72.0,92.0,2017-01-12,0.852,232705.0,0.727,0.0,1.0,0.154,-4.851,1.0,0,0.267,130.014,72.0,0.48
102,2TmLZLv57mW4OA3Il1ULsf,0.847,29.0,76.0,2016-03-11,0.682,260004.0,0.175,3.21e-05,1.0,0.101,-8.688,1.0,0,0.0313,112.661,29.0,0.219
261,2TyCAfhwu5tRqFW8VnGMIL,0.409,81.0,74.0,2016-09-30,0.823,257547.0,0.411,0.00135,0.0,0.649,-7.061,1.0,0,0.0557,90.997,65.0,0.39
479,2UIRHeHi72VP5WBMAfkPe5,0.0188,61.0,84.0,2016-02-26,0.768,201238.0,0.881,3.65e-06,9.0,0.298,-4.392,0.0,0,0.113,99.98,61.0,0.506
85,2VKsENm0Clcq2vyVOuqsI5,0.254,62.0,80.0,2015-08-07,0.55,206240.0,0.901,0.0,0.0,0.107,-2.609,0.0,0,0.0472,145.978,51.0,0.563
393,2VQc9orzwE6a5qFfy54P6e,0.723,91.0,86.0,2016-05-27,0.714,221940.0,0.343,5.48e-06,10.0,0.102,-7.641,1.0,0,0.38,72.348,69.0,0.388
342,2VZv54ZLhVY0OPXA6IDviZ,1.77e-05,37.0,44.0,2015-06-02,0.513,263720.0,0.945,0.157,8.0,0.41,-4.634,1.0,1,0.0451,124.024,14.0,0.357
681,2WFb9JwoOvZMoiuzZrCfR4,0.255,10.0,84.0,2015-08-10,0.526,257573.0,0.484,0.00601,11.0,0.118,-11.13,0.0,0,0.0359,131.978,10.0,0.0844
1143,2Wud6xFXTtFrTtAaViGL0C,0.243,75.0,67.0,2016-06-03,0.517,197931.0,0.743,3.36e-06,9.0,0.107,-4.336,1.0,1,0.0363,76.979,64.0,0.66
734,2WzpOMkCaakq1T3luPCjLH,0.196,79.0,100.0,2015-02-12,0.733,275840.0,0.412,0.0,11.0,0.342,-8.687,0.0,0,0.225,114.413,64.0,0.182
530,2XPc8gL9PwxGURQFcFaDJR,0.146,62.0,73.0,2015-03-06,0.777,181827.0,0.663,1.52e-05,4.0,0.174,-6.117,1.0,1,0.0305,118.016,62.0,0.598
591,2Xcvt8NRLw0xbB3ClfW8MI,9.17e-05,85.0,86.0,2015-11-13,0.556,175013.0,0.902,0.0,4.0,0.0888,-5.143,1.0,0,0.0449,145.914,60.0,0.961
192,2XhWx5K2hFm1lsKSWa71rg,0.0516,14.0,88.0,2016-04-15,0.782,228562.0,0.572,0.0,4.0,0.33,-7.467,0.0,0,0.0385,120.021,14.0,0.237
546,2Xm00M3mcMcdSv7QJBhlvr,0.0259,55.0,90.0,2015-06-26,0.692,227087.0,0.346,0.0,5.0,0.104,-8.563,0.0,0,0.0456,104.988,55.0,0.396
458,2YA7l0SaNtNtazsQg7KM8t,0.221,4.0,91.0,2016-03-18,0.803,177293.0,0.464,1.13e-06,1.0,0.123,-7.684,0.0,0,0.0983,108.781,4.0,0.571
311,2YSbHu9XF4bNYWt3MnIhgE,0.175,85.0,85.0,2016-08-05,0.386,363114.0,0.562,9.17e-06,10.0,0.209,-4.363,1.0,0,0.03,72.945,68.0,0.241
774,2Yh8cnpddujSLPOVJKlSDt,0.0415,48.0,49.0,2015-05-20,0.492,184529.0,0.763,3.02e-05,9.0,0.0959,-4.064,0.0,0,0.0339,140.118,26.0,0.241
960,2YlZnw2ikdb837oKMKjBkW,0.4,81.0,82.0,2015-01-09,0.63,225053.0,0.53,0.0,0.0,0.177,-7.259,1.0,1,0.0434,108.038,75.0,0.435
171,2Z8WuEywRWYTKe1NybPQEW,0.00835,94.0,91.0,2015-05-15,0.645,214507.0,0.713,0.0,6.0,0.113,-5.355,1.0,0,0.0393,74.989,84.0,0.58
129,2ZekuYUoEIBrUwHOY0gcgB,0.319,69.0,78.0,2015-01-01,0.456,213453.0,0.813,5.42e-06,2.0,0.0946,-4.676,1.0,0,0.0452,185.993,62.0,0.645
917,2ZyuwVvV6Z3XJaXIFbspeE,0.0183,84.0,88.0,2015-11-13,0.741,188493.0,0.627,0.0,1.0,0.0909,-4.816,0.0,1,0.0894,108.016,71.0,0.714
1193,2bL2gyO6kBdLkNSkxXNh6x,0.00018,78.0,90.0,2015-05-15,0.465,231013.0,0.744,0.0,4.0,0.68,-6.429,0.0,1,0.0635,189.928,67.0,0.332
758,2bxBdzCkGpWw0oXWEKMXJV,0.934,38.0,34.0,2015-06-06,0.489,184734.0,0.389,1.55e-05,0.0,0.16,-7.659,1.0,0,0.0349,147.98,37.0,0.539
122,2cuGAe3C8BHJN57JASaS3P,0.0407,17.0,80.0,2016-07-15,0.496,226173.0,0.912,0.0,7.0,0.353,-4.28,1.0,0,0.0393,75.016,17.0,0.636
285,2e3UDPZq6Y8aQ6ii8shPFY,0.00795,38.0,87.0,2015-10-09,0.757,217907.0,0.884,5.87e-05,10.0,0.0973,-5.488,0.0,0,0.0404,120.012,23.0,0.394
826,2f1sMZx3jWEkswEHq6HFgV,4.22e-05,1.0,75.0,2015-03-24,0.467,214861.0,0.885,0.00333,1.0,0.0869,-4.852,1.0,0,0.0375,155.02,1.0,0.439
482,2g2vRiOy9jmPCmSrotvGt6,0.53,52.0,86.0,2015-09-18,0.361,258093.0,0.55,0.0,0.0,0.0942,-4.73,1.0,0,0.0355,113.731,52.0,0.131
456,2gEPVsX2PwgvlYbRuvRMDV,0.0426,44.0,83.0,2015-10-09,0.66,227423.0,0.816,0.0,1.0,0.114,-6.2,0.0,0,0.0501,108.989,44.0,0.32
11,2gFvRmQiWg9fN9i74Q0aiw,0.034,84.0,93.0,2016-10-07,0.818,225983.0,0.803,0.0,1.0,0.153,-4.282,1.0,0,0.0797,106.97,84.0,0.618
596,2h1L35fJnEzxe2lAxmrvkC,0.0523,12.0,69.0,2015-02-20,0.571,202347.0,0.697,0.0,7.0,0.299,-5.467,1.0,0,0.081,175.962,9.0,0.354
397,2hgzdQdnfWwtdpZbhZlV72,0.0472,76.0,80.0,2016-04-07,0.757,218235.0,0.678,9.14e-06,8.0,0.0654,-5.529,0.0,0,0.233,120.075,76.0,0.815
254,2hvTiczp42jKh5YlM8KJD4,0.043,39.0,47.0,2016-10-08,0.863,45000.0,0.528,0.00884,10.0,0.0666,-6.075,0.0,0,0.0503,136.114,39.0,0.885
745,2ipJSuGf1GtxSIt2KvOGxl,0.0416,58.0,62.0,2015-06-12,0.847,185920.0,0.882,0.000201,11.0,0.103,-4.536,0.0,0,0.0551,122.013,50.0,0.819
608,2iuZJX9X9P0GKaE93xcPjk,0.052,78.0,90.0,2015-05-15,0.751,235493.0,0.768,0.0,1.0,0.0848,-7.089,1.0,1,0.0346,120.084,71.0,0.885
525,2l8w0zZVn4AZNuzrht7MRT,0.24,75.0,83.0,2015-11-13,0.254,252534.0,0.617,0.0,5.0,0.125,-6.612,0.0,1,0.0537,189.425,68.0,0.271
204,2meEiZKWkiN28gITzFwQo5,0.0153,89.0,91.0,2016-05-20,0.636,244453.0,0.728,1.46e-06,9.0,0.154,-5.871,1.0,1,0.0999,107.986,76.0,0.384
785,2nAYg5RDXgqtEl5sascdmM,0.0812,0.0,46.0,2015-05-29,0.582,208253.0,0.917,0.0,6.0,0.19,-3.325,1.0,0,0.0519,108.751,0.0,0.398
352,2nBI3iWLhupR7LyAJ5GGkE,0.0661,73.0,94.0,2016-06-13,0.695,334253.0,0.777,0.0,6.0,0.874,-2.452,0.0,0,0.0817,135.01,73.0,0.373
581,2onCHFrhTinyUc6OawwU4Z,0.148,84.0,91.0,2015-07-17,0.758,240160.0,0.482,6.88e-06,6.0,0.135,-11.202,0.0,0,0.168,111.896,59.0,0.0924
770,2pTnrrRF6creKP8lVDpgqw,0.115,48.0,49.0,2015-05-20,0.416,230414.0,0.517,3.1e-05,0.0,0.106,-6.24,1.0,0,0.0273,147.958,29.0,0.342
454,2phomyGUWSjrHUXzbsYv17,0.0891,62.0,80.0,2015-08-07,0.5,190800.0,0.963,0.0,8.0,0.0871,-1.147,1.0,0,0.108,161.933,43.0,0.561
262,2poiceiOgHN4oH0fKwvwNY,0.00162,57.0,58.0,2016-08-19,0.372,175465.0,0.675,0.0,0.0,0.173,-4.496,1.0,0,0.191,181.164,57.0,0.285
211,2q95XoeFGixx8b5LNF6Ey1,0.245,72.0,86.0,2016-07-22,0.695,244174.0,0.837,0.0,1.0,0.367,-5.617,0.0,1,0.281,115.067,72.0,0.633
117,2rizacJSyD9S1IQUxUxnsK,0.097,89.0,95.0,2016-09-29,0.662,194080.0,0.586,0.00272,0.0,0.115,-8.821,1.0,0,0.0307,90.0,89.0,0.324
654,2sNvitW3TxiTeC9xT9f2ZZ,0.408,33.0,84.0,2015-06-24,0.486,273684.0,0.652,6.63e-05,11.0,0.077,-7.226,0.0,0,0.052,113.055,33.0,0.404
124,2sUKv0BT5iyyPvdMrZ1LmD,0.874,69.0,78.0,2017-01-06,0.42,231493.0,0.381,0.0,1.0,0.104,-9.364,1.0,0,0.0512,137.833,68.0,0.159
651,2ssYQKMqVUkoQgi02PmDPB,0.0959,79.0,80.0,2015-06-23,0.582,196900.0,0.564,0.0,0.0,0.26,-4.066,0.0,0,0.0837,204.002,59.0,0.692
379,2uEJanMvnA1dXgX1ASnPQm,0.417,68.0,85.0,2015-08-21,0.665,192075.0,0.62,0.0,1.0,0.113,-5.43,1.0,0,0.035,91.008,68.0,0.455
57,2vlEapBLbOKzmaqV7AWkba,0.515,65.0,92.0,2017-01-26,0.746,363776.0,0.675,0.0,4.0,0.227,-5.85,0.0,0,0.0313,121.98,47.0,0.444
965,2wKNBWS1mK1BhepVnuylz2,0.00658,50.0,56.0,2015-08-21,0.391,197253.0,0.636,0.000124,7.0,0.145,-7.102,1.0,1,0.0407,200.167,44.0,0.446
255,2wqXQjOmQ9KoBm9Ssgt4Fo,0.0284,75.0,68.0,2015-05-18,0.514,200040.0,0.659,0.0,1.0,0.266,-6.142,1.0,0,0.0309,76.483,66.0,0.445
863,2xpoTj7AeSFVuvD0ibD3Pg,0.543,79.0,100.0,2015-02-12,0.823,310933.0,0.467,0.0,0.0,0.135,-10.394,0.0,0,0.301,95.024,57.0,0.607
153,2z3joGXrdGL2iEjIKQTiN1,0.789,92.0,91.0,2016-12-09,0.857,194347.0,0.378,0.000171,7.0,0.119,-8.371,0.0,0,0.0928,119.976,73.0,0.638
954,2zFF6jG5hQArbzcXz3KUWk,0.00506,74.0,80.0,2015-01-01,0.584,214740.0,0.614,9.7e-05,5.0,0.0802,-5.587,0.0,1,0.0363,114.075,64.0,0.293
218,2zbAyjb37iyx1TgBTyr1rI,0.0987,36.0,85.0,2016-06-10,0.716,230606.0,0.514,0.0,3.0,0.151,-6.471,1.0,0,0.096,127.027,36.0,0.227
860,30CZcZ0NpTXjVJJa5X5nwf,0.321,79.0,92.0,2015-02-24,0.609,224387.0,0.738,0.0,5.0,0.232,-4.444,0.0,0,0.357,199.915,55.0,0.514
868,31LIXek4OCRgKJn4RWg5Yb,0.0703,79.0,100.0,2015-02-12,0.926,268480.0,0.427,0.00033,10.0,0.0818,-7.584,0.0,0,0.107,96.023,53.0,0.313
574,31mfhAKOC4q1qSUl8YqiIh,0.424,37.0,36.0,2015-12-16,0.418,194813.0,0.548,1.06e-05,7.0,0.0945,-6.438,1.0,0,0.0292,151.924,25.0,0.44
1191,32OlwWuMpZ6b0aN2RZOeMS,0.00801,79.0,76.0,2015-01-12,0.856,269667.0,0.609,8.15e-05,0.0,0.0344,-7.223,1.0,1,0.0824,114.988,79.0,0.932
677,32tBNiuuQtkUG5eBWpC0oQ,0.122,67.0,81.0,2015-01-30,0.762,206760.0,0.611,0.000315,9.0,0.141,-5.462,0.0,0,0.0876,99.934,59.0,0.371
637,33NHr7lu7tCMjK05jUj1v0,0.0322,66.0,86.0,2015-05-21,0.777,211787.0,0.898,0.0,4.0,0.313,-4.461,1.0,0,0.0581,111.996,66.0,0.856
506,33QRsLBBdWDYgCZfWEZqR6,0.0485,62.0,78.0,2015-08-14,0.812,173045.0,0.479,0.0,8.0,0.102,-6.47,1.0,0,0.0429,95.505,62.0,0.0966
623,33bIx8QOf1wvVPZcuOhVij,0.0846,11.0,22.0,2015-06-30,0.346,159359.0,0.744,0.926,7.0,0.106,-8.267,1.0,0,0.0352,170.796,11.0,0.591
645,33i0KOPBWURNW3l97a4QPy,0.0742,75.0,93.0,2015-03-16,0.796,219333.0,0.766,0.0,7.0,0.0827,-5.974,1.0,0,0.238,110.034,63.0,0.561
743,34DimqfgRJNIJcJCga44sx,0.354,1.0,92.0,2015-01-30,0.764,252467.0,0.618,0.0,10.0,0.129,-7.76,0.0,0,0.318,118.878,1.0,0.142
628,34Jeq8ktRzyOW1uw40InVy,0.113,77.0,83.0,2015-01-16,0.624,211573.0,0.953,0.000128,4.0,0.657,-2.602,0.0,0,0.104,149.992,62.0,0.724
16,34dVqrAW35mn6dpgfzntOS,0.278,20.0,79.0,2016-03-09,0.938,209737.0,0.382,0.0,10.0,0.126,-8.548,1.0,0,0.482,120.045,20.0,0.655
338,34hoCwSsssai61QCqzGYtX,0.00575,60.0,82.0,2016-04-27,0.502,235613.0,0.966,1.56e-06,0.0,0.117,-3.876,1.0,0,0.0946,159.948,60.0,0.635
139,34oWbFBfGEElvgO0a5c9V4,0.0673,77.0,83.0,2015-11-13,0.943,165291.0,0.595,0.0,5.0,0.0839,-8.372,0.0,0,0.191,117.532,77.0,0.833
180,36YCdzT57us0LhDmCYtrNE,0.014,99.0,98.0,2016-11-25,0.735,232880.0,0.886,0.0,9.0,0.0788,-5.572,0.0,0,0.216,113.002,75.0,0.747
340,376KnY4TrgBITxjlnbnmIy,0.135,73.0,71.0,2015-09-25,0.875,222600.0,0.673,0.0,7.0,0.292,-4.184,1.0,0,0.0932,130.0,73.0,0.23
156,37F0uwRSrdzkBiuj0D5UHI,0.156,99.0,98.0,2016-11-25,0.71,218880.0,0.495,0.0,8.0,0.164,-7.369,1.0,0,0.22,160.091,77.0,0.404
203,37FXw5QGFN7uwwsLy8uAc0,0.621,79.0,85.0,2016-01-29,0.728,217707.0,0.563,0.0,1.0,0.179,-8.053,0.0,1,0.134,100.017,75.0,0.35
444,37K6984YTvqKbtj8fct4K5,0.606,0.0,75.0,2015-10-09,0.54,209920.0,0.766,0.0,1.0,0.0903,-4.478,1.0,0,0.05,139.999,0.0,0.43
958,37f4ITSlgPX81ad2EvmVQr,0.0549,77.0,69.0,2016-01-01,0.564,204013.0,0.714,0.0,7.0,0.155,-4.987,1.0,1,0.129,175.924,72.0,0.328
524,3853uIOwh2L9F8TkDd1F49,0.141,58.0,73.0,2015-09-25,0.669,242440.0,0.747,0.0,6.0,0.185,-7.108,1.0,0,0.0428,122.531,58.0,0.466
1148,38SMnh6mMS6ss1tEpD0Aun,0.0123,50.0,60.0,2016-07-15,0.675,159416.0,0.808,0.0,5.0,0.0636,-3.634,0.0,1,0.0595,79.972,50.0,0.722
179,38gZVjeaeR3gcnCzziAxBm,0.0972,77.0,72.0,2016-05-06,0.531,226307.0,0.746,0.0,11.0,0.102,-4.228,1.0,0,0.0329,139.788,72.0,0.314
738,39h7qYbmksGgxQzDH9X7Aq,0.38,79.0,100.0,2015-02-12,0.748,181933.0,0.571,0.0,11.0,0.534,-7.916,1.0,0,0.478,172.105,66.0,0.552
55,39iBnqMJUlA6aHbfLFEf7B,0.054,68.0,67.0,2016-06-24,0.651,194893.0,0.808,0.0,1.0,0.0482,-4.731,0.0,0,0.0435,100.993,68.0,0.853
322,39liuGHPxn2sAyvO6DINor,0.329,76.0,89.0,2016-07-22,0.833,149080.0,0.673,0.0,1.0,0.136,-6.981,0.0,0,0.315,148.019,67.0,0.763
562,39m9yBHkQX3Kjqf1lN2OXK,0.0408,45.0,46.0,2017-01-27,0.625,231000.0,0.865,2.8e-05,11.0,0.0639,-2.965,0.0,1,0.082,167.919,45.0,0.428
241,39uSkkcWYzcNgQzYvX97yz,0.0297,46.0,60.0,2015-09-25,0.562,218133.0,0.923,0.0,7.0,0.227,-3.362,1.0,1,0.151,149.188,44.0,0.723
233,3AnwddQhBCSDUwlvbRGyDA,0.0161,5.0,91.0,2016-05-06,0.635,244440.0,0.735,1.26e-06,9.0,0.151,-5.872,1.0,0,0.0978,107.979,5.0,0.369
326,3AqhGYasXnen5PvLsHL1vc,0.0901,63.0,78.0,2016-07-15,0.828,216093.0,0.777,0.0,7.0,0.0973,-3.356,1.0,0,0.0513,120.04,54.0,0.876
219,3BwR5psKNxcyqWoc80eOuq,0.576,70.0,71.0,2015-12-11,0.596,211340.0,0.629,0.0158,5.0,0.326,-6.614,1.0,1,0.065,100.023,68.0,0.464
133,3C4WmF4klgfmb6GzW8DEdX,0.381,51.0,71.0,2016-11-11,0.701,141415.0,0.596,0.0,9.0,0.115,-8.724,1.0,0,0.0388,97.986,51.0,0.367
215,3CBjt0dsLlaz9h2OodDYAW,0.0872,67.0,69.0,2016-05-09,0.477,252307.0,0.647,0.0,3.0,0.119,-4.657,0.0,0,0.343,109.879,67.0,0.562
277,3CRDbSIZ4r5MsZ0YwxuEkn,0.0462,94.0,91.0,2015-05-15,0.734,202333.0,0.637,2.29e-05,4.0,0.0602,-5.677,0.0,0,0.141,169.977,84.0,0.638
563,3DKri1C3WW5146xWP6FCFz,0.00413,57.0,58.0,2016-09-02,0.549,239773.0,0.884,0.00148,5.0,0.106,-5.211,0.0,1,0.0683,124.046,45.0,0.517
480,3DnzEB8Ffnp5sjnCbOugUX,0.0598,60.0,86.0,2015-10-16,0.647,230333.0,0.823,0.0,2.0,0.119,-5.231,1.0,0,0.0762,99.933,60.0,0.4
663,3EofjRgUI1WrzqqtLb8NoF,0.0126,81.0,83.0,2015-05-29,0.554,215107.0,0.768,7.13e-06,6.0,0.122,-5.812,0.0,0,0.127,99.679,58.0,0.321
564,3F2tgfhpaUXEW0FvgHIGBZ,0.524,43.0,70.0,2016-11-18,0.527,203332.0,0.506,0.0,0.0,0.109,-6.64,1.0,1,0.0416,187.601,43.0,0.395
387,3FWPoYBDserKdzcattMFGa,0.0299,65.0,95.0,2015-10-23,0.718,225813.0,0.808,0.00414,4.0,0.225,-7.652,1.0,0,0.0473,100.033,62.0,0.316
450,3G2grVPTDrTQskKKsoEnRA,0.234,49.0,86.0,2015-08-14,0.677,255173.0,0.523,0.0,7.0,0.0846,-8.722,1.0,0,0.0368,130.039,49.0,0.334
543,3G7XYAwtxtoGK7fAm4IlD9,0.185,66.0,68.0,2015-02-03,0.79,226000.0,0.585,0.0,8.0,0.292,-6.058,1.0,1,0.0348,94.072,66.0,0.593
558,3HMuXylWiUmZ6nlIU3eOJ6,0.0973,69.0,65.0,2016-09-20,0.69,212305.0,0.697,0.0,8.0,0.088,-4.81,0.0,1,0.0351,122.048,69.0,0.274
494,3HjH4PE5jhdtyb2UHNP2QI,0.876,0.0,0.0,2016-01-31,0.276,282619.0,0.213,4.17e-06,3.0,0.127,-12.122,0.0,0,0.0392,72.899,0.0,0.119
471,3I0FBDc1c1BLNtXWKVjmFg,0.341,72.0,93.0,2016-03-04,0.526,258827.0,0.506,0.0,5.0,0.646,-10.47,1.0,0,0.519,85.349,63.0,0.0993
741,3Ik6ZVvOgr2Pu5cnI8Gsu0,0.054,26.0,77.0,2015-03-10,0.738,228853.0,0.61,0.000469,10.0,0.162,-5.63,0.0,0,0.182,149.979,20.0,0.529
516,3IyeQMpMEqNcEvFQGJ2eps,0.253,65.0,91.0,2015-10-30,0.612,211360.0,0.875,0.0,1.0,0.423,-6.032,1.0,0,0.351,99.882,65.0,0.811
281,3JffB4CABj9lA0NC63kbCp,0.326,79.0,77.0,2016-05-20,0.616,190987.0,0.697,2.18e-05,3.0,0.0827,-5.952,1.0,0,0.0295,148.93,61.0,0.686
286,3KDmFRW19NHtxIeDnxdFBc,0.064,21.0,94.0,2016-04-04,0.468,196040.0,0.745,0.0,6.0,0.116,-3.671,1.0,0,0.115,174.017,8.0,0.409
572,3LLYIitFpZSmXY95rQxw0E,0.816,51.0,56.0,2015-12-16,0.191,189093.0,0.369,0.0,2.0,0.123,-6.784,1.0,0,0.0272,89.822,37.0,0.138
154,3MWlVSkoLS1e66nlZ2tuWJ,0.471,92.0,91.0,2016-12-09,0.652,127880.0,0.407,0.0,10.0,0.294,-11.028,0.0,0,0.0354,111.65,73.0,0.169
433,3NFuE3uDOr6QUw9UZ9HzKo,0.0185,67.0,85.0,2015-07-17,0.636,219043.0,0.815,0.0,5.0,0.163,-5.098,0.0,0,0.0581,123.063,67.0,0.629
615,3RG3Juyt2Jz2sKtzkj7IRX,0.023,2.0,78.0,2015-06-26,0.799,343077.0,0.518,0.0,4.0,0.172,-9.459,1.0,0,0.235,108.036,2.0,0.372
562,3RWzLyBUqoBSX4jTAHo4TP,0.106,51.0,56.0,2015-12-16,0.487,216213.0,0.853,0.0,8.0,0.168,-3.95,1.0,0,0.0481,111.019,36.0,0.385
224,3RiPr603aXAoi4GHyXx0uy,0.255,87.0,91.0,2015-12-04,0.49,258827.0,0.743,7.21e-06,0.0,0.3,-5.155,0.0,0,0.0409,89.974,79.0,0.376
217,3SuffYZciEnwvhLRVAoWPj,0.107,44.0,59.0,2016-04-15,0.599,194951.0,0.818,0.0,6.0,0.103,-3.227,1.0,1,0.0845,96.031,44.0,0.848
817,3TxpOBmKTHuKD4mNdgkPYt,0.288,52.0,78.0,2015-03-30,0.707,223440.0,0.762,4.51e-06,0.0,0.105,-5.461,1.0,0,0.22,83.999,49.0,0.593
53,3V8sM5OOG6YfDuDLa2IIYJ,0.0312,80.0,91.0,2016-11-04,0.618,180520.0,0.727,0.0,3.0,0.196,-7.224,0.0,0,0.208,164.992,80.0,0.382
599,3VgNbGJAVtbT1afQiRBTX4,0.00434,8.0,80.0,2015-07-01,0.584,214746.0,0.611,0.000126,5.0,0.135,-5.637,0.0,0,0.0379,114.071,8.0,0.319
530,3Vn9oCZbdI1EMO7jxdz2Rc,0.0466,68.0,81.0,2016-01-08,0.66,382387.0,0.695,0.145,9.0,0.0854,-6.896,0.0,0,0.029,129.972,61.0,0.506
257,3WWVDPjihd1VITBLF10nha,0.413,59.0,52.0,2016-09-16,0.2,242480.0,0.698,1.69e-05,7.0,0.0925,-5.873,1.0,0,0.0399,89.998,59.0,0.144
624,3WZFEgZDpbcPkhrRXFvL8K,0.114,53.0,51.0,2015-04-07,0.691,210307.0,0.743,0.0,0.0,0.157,-5.396,1.0,1,0.0317,115.043,39.0,0.464
468,3X38ErFiKgzUxinBlhwuWm,0.14,21.0,98.0,2015-06-09,0.713,215613.0,0.766,0.0,9.0,0.0981,-5.389,0.0,0,0.0455,107.984,21.0,0.571
39,3XIIOCu6B8PuGq5j61asEM,0.0109,68.0,91.0,2016,0.666,210893.0,0.723,0.00047,1.0,0.0507,-6.164,1.0,0,0.268,192.024,68.0,0.731
237,3YlrH4ydAKkxuej6F4Nnkl,0.0865,51.0,77.0,2016-02-19,0.786,195561.0,0.69,9.03e-05,3.0,0.238,-4.665,1.0,0,0.04,122.006,51.0,0.477
914,3ZCDG0nujwGfxrEmZlZoEt,0.0419,75.0,83.0,2015-11-13,0.661,227423.0,0.819,0.0,1.0,0.114,-6.118,0.0,1,0.0476,108.985,59.0,0.313
40,3ZMFrvkNgwwMfPdX3aThYs,0.0238,72.0,78.0,2016-09-29,0.393,241360.0,0.825,2.95e-06,3.0,0.0951,-1.746,1.0,0,0.06,99.188,72.0,0.543
79,3ZrznpR5EIZXfLpXTeGq1o,0.0685,66.0,68.0,2015-10-02,0.603,216867.0,0.896,0.0,0.0,0.209,-3.83,1.0,0,0.0375,113.029,65.0,0.309
527,3anp5nvmUKwMBEIEL1sPHR,0.0192,52.0,57.0,2015-12-18,0.795,237054.0,0.646,0.0,8.0,0.278,-9.001,1.0,0,0.436,80.027,52.0,0.637
696,3bOoByGO6dgf3EYY8pSDaV,0.91,43.0,100.0,2015-07-31,0.457,189769.0,0.694,0.0,6.0,0.121,-7.018,0.0,0,0.608,177.777,43.0,0.382
716,3biFdxByHgUhTbp2dG89zK,0.063,63.0,73.0,2015-05-01,0.721,256600.0,0.541,4.47e-06,7.0,0.165,-8.623,0.0,0,0.0659,96.046,57.0,0.239
715,3bnVBN67NBEzedqQuWrpP4,0.0189,94.0,91.0,2015-05-15,0.655,188493.0,0.632,0.0,2.0,0.0722,-4.802,1.0,0,0.0489,120.113,75.0,0.454
112,3cqZH3cqvfbV8wVbvHyPbG,0.00908,72.0,86.0,2016-05-15,0.703,163340.0,0.709,0.0,9.0,0.127,-6.452,1.0,0,0.402,140.998,72.0,0.577
416,3e7pB02vXiqVYaDTymYY1t,0.209,51.0,86.0,2016-04-22,0.663,182000.0,0.511,0.0,5.0,0.0525,-8.229,1.0,0,0.105,81.946,51.0,0.126
283,3eGH1kOyOjq19khdfYg5R7,0.0725,20.0,68.0,2016-03-04,0.539,200640.0,0.892,0.0,8.0,0.0997,-4.59,1.0,0,0.0411,104.009,20.0,0.353
710,3fmv1CYKMru9JY6c33frlU,0.0895,55.0,76.0,2015-05-04,0.736,200936.0,0.743,0.0,1.0,0.0482,-7.437,1.0,0,0.0758,104.078,55.0,0.812
296,3gATNBVu8d7oWs9WijPDjD,0.674,62.0,84.0,2016-08-20,0.539,184516.0,0.546,4.86e-05,9.0,0.422,-7.448,1.0,0,0.106,159.996,49.0,0.536
851,3gR9QL5O6D84caWGvqHJCX,0.0798,0.0,76.0,2015-02-24,0.332,216000.0,0.622,1.41e-05,5.0,0.118,-5.582,0.0,0,0.0525,138.461,0.0,0.24
177,3gY3fTkff4VmZ2XfvU6N4l,0.0426,63.0,79.0,2016-10-28,0.61,216047.0,0.755,1.75e-06,5.0,0.0684,-5.491,1.0,0,0.187,164.183,63.0,0.234
1132,3ge54HUrk1ht3EX5SMhIzZ,0.0125,82.0,82.0,2016-05-13,0.471,213507.0,0.802,1.45e-06,1.0,0.702,-3.599,0.0,1,0.27,88.615,74.0,0.649
293,3hB5DgAiMAQ4DzYbsMq1IT,0.835,91.0,95.0,2015-11-13,0.609,233720.0,0.378,0.0,4.0,0.28,-9.828,1.0,0,0.438,100.418,80.0,0.529
881,3iZ79tg6mJNPqJC9WOrqbW,0.0351,36.0,69.0,2015-02-03,0.739,149747.0,0.753,1.74e-05,10.0,0.342,-8.278,0.0,0,0.305,149.896,27.0,0.786
