,track_id,acousticness,album_popularity,artist_popularity,album_release_date,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,now,speechiness,tempo,track_popularity,valence
986,7Bc7VX0EvuqcPQKB1ryl9n,0.693,58.0,50.0,2015-04-14,0.632,265106.0,0.445,0.00397,7.0,0.11,-9.52,1.0,1,0.0274,102.52,50.0,0.181
60,7CUYHcu0RnbOnMz4RuN07w,0.2,83.0,85.0,2017-01-13,0.618,228200.0,0.793,0.0,2.0,0.106,-4.777,1.0,0,0.151,88.387,83.0,0.867
465,7CsYx98MdSJGNIInlFga2I,0.0467,0.0,63.0,2015-05-04,0.483,237688.0,0.839,0.0114,11.0,0.344,-5.763,1.0,0,0.0448,174.022,0.0,0.716
93,7DEgL4rErTwjrsxLMlUVhf,0.312,77.0,78.0,2016-10-07,0.536,203293.0,0.722,0.0,4.0,0.117,-4.163,1.0,0,0.0284,143.78,70.0,0.472
923,7DIi7SdM3R3nCaXMML67EW,0.0798,49.0,58.0,2016-05-06,0.616,172667.0,0.846,1.49e-06,6.0,0.0591,-2.839,0.0,1,0.122,78.916,36.0,0.938
603,7DThz7qoNx3WWQJgEipP7W,0.879,51.0,56.0,2015-12-16,0.412,228240.0,0.443,2.28e-05,6.0,0.133,-5.939,1.0,0,0.0281,147.607,34.0,0.171
592,7DzeaRovylET6SbdmVe5In,0.0948,91.0,95.0,2015-11-13,0.512,203613.0,0.494,0.0,7.0,0.124,-8.16,0.0,0,0.206,76.002,57.0,0.478
418,7EZzirq5pGLjPALWr4lFeY,0.0148,9.0,87.0,2015-10-09,0.808,200680.0,0.502,7.66e-06,5.0,0.336,-7.227,0.0,0,0.0994,111.0,6.0,0.45
635,7F6dvy7bF5dirhM756oB9a,0.000235,1.0,57.0,2015-07-04,0.758,181081.0,0.489,0.0,10.0,0.0488,-8.253,0.0,0,0.356,80.057,1.0,0.611
618,7FC9Lng8iXU081lbigu8m8,0.0137,66.0,76.0,2015-02-27,0.49,198733.0,0.798,0.0,6.0,0.0627,-3.66,1.0,1,0.0489,149.109,61.0,0.473
658,7FJP35tUJ2121EJsFpU1Gh,0.0079,69.0,84.0,2015-05-15,0.628,218293.0,0.833,1.48e-05,11.0,0.074,-4.126,0.0,0,0.0282,128.003,63.0,0.551
221,7FX3ZWE70VRjsprg5oeECc,0.0106,65.0,59.0,2016-05-06,0.598,187813.0,0.914,1.22e-06,4.0,0.369,-3.752,1.0,1,0.0878,103.972,65.0,0.518
230,7Gs3otHnZDq514kFHf0nx7,0.665,84.0,81.0,2016-10-28,0.515,227809.0,0.431,0.0,4.0,0.147,-8.251,1.0,0,0.257,141.392,64.0,0.178
13,7HRHMuUTY7Dk4mw7CjS36i,0.0717,81.0,94.0,2016-01-28,0.509,224000.0,0.637,1.08e-05,4.0,0.0789,-4.83,0.0,0,0.0471,172.006,64.0,0.385
402,7I04GCxIwuB1EPFm9pA6XJ,0.398,51.0,84.0,2016-04-29,0.568,224867.0,0.794,3.95e-05,2.0,0.104,-3.317,0.0,0,0.0371,126.023,51.0,0.481
367,7I5fYc4qKJddht8Ozhqqdx,0.305,78.0,70.0,2015-11-06,0.687,206507.0,0.793,3.23e-06,5.0,0.1,-3.577,1.0,0,0.0333,100.991,64.0,0.672
504,7IAa7vUJ11STN7le8XaxsH,0.0181,61.0,75.0,2015-11-12,0.932,192773.0,0.819,6.81e-06,8.0,0.0577,-3.484,0.0,0,0.203,119.941,61.0,0.552
219,7IRar8jTj26iBSeMzs2Fr8,0.0854,6.0,60.0,2015-10-30,0.461,200773.0,0.921,0.0,1.0,0.123,-3.343,1.0,0,0.0411,177.93,2.0,0.614
795,7IzurnmQLvZmMDJcpITUyt,0.0434,59.0,80.0,2015,0.552,239800.0,0.814,4.85e-06,1.0,0.255,-4.302,1.0,0,0.0804,134.806,36.0,0.205
565,7J9kqM3KFem6P3uSsyitIZ,0.0691,70.0,63.0,2016-11-04,0.782,225353.0,0.742,1.82e-06,8.0,0.211,-2.25,1.0,1,0.107,122.031,70.0,0.405
200,7JlZbmuxjHWadfiyLSX97D,0.00932,62.0,80.0,2015-08-07,0.566,227427.0,0.95,0.0,5.0,0.0742,-0.675,0.0,0,0.0743,103.982,47.0,0.804
1142,7K5dzhGda2vRTaAWYI3hrb,0.0114,72.0,80.0,2016-04-15,0.632,215414.0,0.701,0.0,7.0,0.108,-5.921,1.0,1,0.146,162.958,72.0,0.488
425,7KLB6Jptw9wyQXkSLiO8qh,0.378,59.0,65.0,2015-09-08,0.448,210704.0,0.782,0.0,9.0,0.114,-6.766,0.0,0,0.458,74.037,59.0,0.699
287,7L5jgZtAyfiU7elB8DIqCx,0.163,68.0,80.0,2015-09-18,0.774,218440.0,0.748,0.0,4.0,0.0516,-5.478,0.0,0,0.0509,119.009,68.0,0.914
487,7L6fxYwJhWM1JcymcNubTe,0.0838,42.0,92.0,2016-02-12,0.85,217270.0,0.626,0.0,10.0,0.375,-4.084,1.0,0,0.12,137.041,42.0,0.386
551,7MXVkk9YMctZqd1Srtv4MB,0.168,99.0,98.0,2016-11-25,0.675,230453.0,0.595,3.36e-06,7.0,0.136,-7.033,1.0,1,0.284,185.998,88.0,0.49
150,7MhuhTxD0YYbdziA8d5Q4U,0.403,0.0,87.0,2015-09-16,0.746,135414.0,0.319,0.0,0.0,0.46,-13.877,1.0,0,0.153,129.889,0.0,0.249
62,7aUuoq4oMfLxaLa5GVUDHi,0.612,70.0,75.0,2015-08-07,0.59,219560.0,0.578,0.000162,10.0,0.0837,-5.798,0.0,0,0.0528,81.663,70.0,0.262
600,7aVgGkcn3Fp71DFTMZYUne,0.75,31.0,70.0,2015-06-09,0.752,212813.0,0.445,0.0,7.0,0.111,-7.512,0.0,0,0.0612,109.958,31.0,0.688
191,7aVgSjwudkZey7smIznis2,0.0389,26.0,78.0,2016-09-09,0.33,219373.0,0.815,3.91e-05,9.0,0.0996,-4.285,1.0,0,0.0817,167.731,26.0,0.539
301,7dPEZhhG9RD6FwRHpqIJPw,0.085,0.0,64.0,2015-10-30,0.535,189187.0,0.899,0.0,0.0,0.178,-1.947,0.0,0,0.035,99.995,0.0,0.693
15,7enFbf4reUpo2CCQYpwoHC,0.427,39.0,98.0,2016-11-17,0.771,269187.0,0.821,0.0,0.0,0.0853,-5.889,0.0,0,0.139,92.981,39.0,0.588
42,7f08qp3HROTkfrtNpiYGGo,0.116,77.0,70.0,2016-05-13,0.685,201893.0,0.783,0.0,11.0,0.194,-4.152,1.0,0,0.0276,90.008,72.0,0.532
229,7fBv7CLKzipRk6EC6TWHOB,0.0635,88.0,98.0,2015-08-28,0.54,242253.0,0.561,0.0,0.0,0.137,-6.987,0.0,1,0.0699,113.295,75.0,0.123
208,7fJtPlEZKxu6gvkfBFc5tW,0.0606,91.0,100.0,2016-05-13,0.804,263373.0,0.65,7.05e-05,7.0,0.102,-7.79,1.0,0,0.118,117.984,78.0,0.391
463,7fPHfBCyKE3aVCBjE4DAvl,0.0696,85.0,98.0,2015-08-28,0.48,235653.0,0.682,0.0,7.0,0.0463,-4.94,1.0,0,0.13,167.939,67.0,0.512
733,7fWCBE3lVdVjKAbCPWSIt6,0.00581,0.0,80.0,2015-07-30,0.526,286573.0,0.621,0.00035,10.0,0.169,-7.476,0.0,0,0.0428,162.102,0.0,0.129
617,7fpU0bRJt0SDC8jIgVpbT6,0.00701,71.0,74.0,2016-01-29,0.756,203453.0,0.704,0.000552,1.0,0.0967,-5.162,0.0,1,0.035,99.971,56.0,0.511
244,7fyM2vh7jf9e869E6bXqyY,0.0198,34.0,26.0,2015-08-11,0.797,231802.0,0.49,4.97e-06,11.0,0.109,-9.914,0.0,1,0.0404,101.999,33.0,0.715
828,7gDwRzJhLs0fFHaGtMDJVM,0.247,72.0,69.0,2015-03-23,0.828,280160.0,0.487,1.86e-05,6.0,0.136,-6.142,0.0,0,0.0343,85.027,66.0,0.772
131,7gcMKL3lnDxsp4bIXyv6Zk,0.0631,72.0,91.0,2016-04-08,0.892,234320.0,0.627,0.0,1.0,0.0645,-4.215,1.0,0,0.343,87.995,72.0,0.875
805,7hJgVpoFFU1gJDAbYPYF2l,0.00725,48.0,49.0,2015-05-20,0.475,190931.0,0.651,0.0,0.0,0.1,-6.216,1.0,0,0.0316,51.391,29.0,0.313
240,7iaw359G2XT14uTfV9feip,0.0411,73.0,82.0,2016-05-27,0.615,223147.0,0.648,0.0,5.0,0.277,-3.792,0.0,0,0.22,169.912,73.0,0.268
614,7ioiB40H9xKs04QtIso2I3,0.000979,62.0,66.0,2015-01-06,0.842,189907.0,0.531,1.34e-05,0.0,0.0667,-8.729,1.0,1,0.0377,105.013,62.0,0.758
588,7isWH8NT7djPZw5HWlbiun,0.255,91.0,95.0,2015-11-13,0.586,202960.0,0.774,0.0,10.0,0.137,-3.883,0.0,0,0.261,78.712,58.0,0.638
461,7jv4Mb21bdd9SDVOm9Fm9l,0.0213,4.0,87.0,2015-09-10,0.669,229013.0,0.592,0.0,11.0,0.124,-3.968,0.0,0,0.0312,98.065,4.0,0.435
244,7kJlTKjNZVT26iwiDUVhRm,0.0188,77.0,85.0,2016-08-26,0.654,178583.0,0.796,0.0,2.0,0.0948,-4.761,0.0,0,0.122,108.854,77.0,0.505
1134,7l94dyN2hX9c6wWcZQuOGJ,0.0499,89.0,91.0,2016-05-20,0.672,235947.0,0.605,0.0,7.0,0.357,-5.353,1.0,1,0.0378,134.015,73.0,0.292
127,7lGKEWMXVWWTt3X71Bv44I,0.177,78.0,82.0,2015-06-30,0.598,193546.0,0.673,0.000316,9.0,0.203,-6.134,0.0,0,0.0469,117.02,73.0,0.242
165,7lOkmIpzOEOufmOQbLlaHW,0.202,45.0,44.0,2015-04-25,0.683,263013.0,0.324,0.000132,4.0,0.11,-9.735,1.0,0,0.0331,117.746,41.0,0.331
231,7lidCG4c4lX6hIRXt0MKVA,0.0609,84.0,81.0,2016-10-28,0.647,201255.0,0.59,0.0,6.0,0.381,-9.931,1.0,0,0.247,92.275,59.0,0.43
388,7lxWzjZCSkXndL8eYKfFWU,0.242,64.0,82.0,2015-05-20,0.743,200213.0,0.331,0.0,4.0,0.0938,-6.027,0.0,0,0.262,97.066,64.0,0.204
372,7mhk9WyqZZzvTTCQKfh2iV,0.0196,75.0,80.0,2016-02-19,0.882,257267.0,0.699,0.0,2.0,0.0469,-5.572,1.0,0,0.249,145.008,62.0,0.425
37,7mldq42yDuxiUNn08nvzHO,0.463,73.0,78.0,2017-02-01,0.731,165387.0,0.469,1.04e-06,5.0,0.103,-7.226,1.0,0,0.0326,98.963,73.0,0.618
866,7n4Kv0ArEyRh8p4wO5fG78,0.165,79.0,100.0,2015-02-12,0.605,236973.0,0.511,8.95e-05,11.0,0.104,-8.094,0.0,0,0.475,65.256,58.0,0.367
247,7nD9nN3jord9wWcfW3Gkcm,0.023,88.0,84.0,2016-05-27,0.689,210573.0,0.791,0.0,0.0,0.0526,-5.194,0.0,0,0.053,95.04,76.0,0.772
527,7oGZAicScQt96OAW4AruYy,0.00906,81.0,82.0,2015-05-29,0.775,207719.0,0.68,0.0,0.0,0.109,-5.508,0.0,1,0.0629,114.025,75.0,0.636
925,7oYQd6PfHPwvEBgn5slIrx,0.289,47.0,81.0,2016-03-04,0.626,198773.0,0.765,5.97e-06,1.0,0.057,-4.102,1.0,1,0.0437,93.049,47.0,0.653
791,7pa2J8FSpn0Jg0FLKj9NV1,0.0932,48.0,49.0,2015-05-20,0.47,191605.0,0.578,4.7e-06,5.0,0.179,-4.292,1.0,0,0.0321,125.805,24.0,0.325
104,7px4t7HGiuMUvFkEOpZEwp,0.125,78.0,70.0,2015-11-06,0.497,191827.0,0.805,0.0,11.0,0.167,-3.995,1.0,0,0.0332,166.048,71.0,0.688
593,7rdP71W8x4UbJ0KAKBACbo,0.0379,85.0,86.0,2015-11-13,0.579,213440.0,0.779,0.0,4.0,0.385,-1.829,0.0,0,0.0512,164.145,60.0,0.591
810,7rlCeTnjn0plPZkVAcctPZ,0.274,60.0,69.0,2015-02-05,0.699,204600.0,0.747,0.0,5.0,0.486,-3.453,1.0,0,0.0964,126.001,60.0,0.665
612,7sEJCHpsNdGP0fOi6UeXnS,0.0427,0.0,69.0,2015-10-23,0.524,181066.0,0.65,0.0,1.0,0.371,-5.936,1.0,0,0.0278,148.06,0.0,0.326
237,7soJgKhQTO8hLP2JPRkL5O,0.403,79.0,85.0,2016-01-29,0.667,194453.0,0.613,0.0,1.0,0.115,-5.353,1.0,1,0.0344,91.024,68.0,0.479
415,7t5m6zRwIEBxmPt8lNoPPi,0.464,85.0,98.0,2015-08-28,0.38,348853.0,0.481,0.0,7.0,0.0765,-9.874,0.0,0,0.0567,105.36,65.0,0.238
401,7tTElNyvXsfFcxDXIiH5cm,0.0202,69.0,88.0,2016-11-20,0.621,385413.0,0.851,1.45e-05,7.0,0.887,-5.558,1.0,0,0.134,90.94,69.0,0.446
121,7vRriwrloYVaoAe3a9wJHe,0.687,85.0,79.0,2016-03-25,0.492,251034.0,0.275,0.0,6.0,0.101,-13.4,0.0,0,0.3,92.6,84.0,0.18
700,7vlPI45Zzzk0palLdKry4k,0.438,67.0,77.0,2015-03-31,0.416,395951.0,0.712,0.0,5.0,0.0642,-6.671,0.0,0,0.384,78.015,57.0,0.561
548,7vldwy3gdhmPRKWSCi8H61,0.0819,91.0,95.0,2015-11-13,0.525,244907.0,0.809,1.22e-06,1.0,0.0971,-6.185,0.0,0,0.0619,127.073,65.0,0.207
477,7wqSzGeodspE3V6RBD5W8L,0.369,77.0,90.0,2015-03-10,0.689,229526.0,0.481,1.03e-06,10.0,0.0649,-7.503,1.0,0,0.0815,80.025,77.0,0.266
706,7xAdO0zdl7lGf0ecg4IGhQ,0.00463,65.0,66.0,2015-01-01,0.539,211573.0,0.869,0.0,6.0,0.324,-5.341,1.0,0,0.0471,143.987,56.0,0.361
276,7xPzt6OP62WTStoaAyfqrN,0.404,42.0,90.0,2016-05-05,0.661,201422.0,0.611,0.0,10.0,0.0884,-5.117,0.0,0,0.0509,133.939,42.0,0.454
327,7xrA11O07xo57Bbg6p4hck,0.00589,69.0,80.0,2016-07-01,0.63,193893.0,0.74,1.53e-06,5.0,0.248,-4.786,0.0,0,0.0381,87.01,69.0,0.274
239,7xsktt3inEVSrjzPg5S0ce,0.209,72.0,83.0,2016-07-15,0.824,191720.0,0.711,4.14e-05,6.0,0.144,-7.279,1.0,0,0.222,130.027,72.0,0.659
299,7zBPzAjKAqQpcv8F8GCq5s,0.0542,74.0,76.0,2016-02-26,0.779,153429.0,0.455,0.0,1.0,0.177,-15.025,1.0,0,0.28,140.181,74.0,0.176
704,7zCCVZBgy3Ij5fX7S4fs60,0.0554,1.0,87.0,2015-07-24,0.631,219209.0,0.727,1.15e-06,7.0,0.255,-7.18,1.0,0,0.202,160.069,0.0,0.938
969,7zV01fgbeq98t6S3qiwEcp,0.0457,43.0,41.0,2016-06-24,0.69,208785.0,0.704,1.03e-05,1.0,0.0897,-4.234,0.0,1,0.0489,99.961,31.0,0.459
636,7zlF2G7QFPdj9lmmGNVuNq,0.0725,52.0,86.0,2015-09-22,0.529,249493.0,0.736,0.0,4.0,0.0832,-6.056,1.0,0,0.0346,131.944,52.0,0.384
569,7zpZQzTwWBN0eOsmb4WPH3,0.00419,46.0,87.0,2015-07-17,0.748,213053.0,0.741,0.0,6.0,0.147,-3.103,1.0,0,0.0531,128.077,46.0,0.533
100,7zsXy7vlHdItvUSH8EwQss,0.055,81.0,90.0,2016-07-22,0.602,185360.0,0.797,0.0,6.0,0.187,-5.084,0.0,0,0.0534,92.928,81.0,0.487
